,Sampen_Delta,Sampen_Beta,Sampen_Theta,Sampen_Gamma,Sampen_Alpha,BIS
60,0.6634806802114757,2.0639972192523626,2.0175661379617487,2.0505598661571844,1.996149023568943,96.8
61,0.6344883913447622,2.116890714667553,1.9042374526547454,2.0082394220164224,2.149174879694511,96.6
62,0.6340049969080224,2.1000404815536666,2.2160170766855867,2.039840677641403,2.0074680420547466,96.6
63,0.6421757400535123,2.1521096150451786,2.05127066471314,2.01949603703721,2.259567707910355,96.6
64,0.6420153197024894,2.1183779921435715,2.11677921211748,2.0942692526276834,2.1586097412084397,96.6
65,0.7197951220428369,2.1357083306706923,2.042301994730379,2.043024840627497,2.2106837307102243,96.6
66,0.657311536188818,2.1443962159677703,2.262778842593626,2.1499689853601134,2.03520828670301,96.6
67,0.7323678937132265,2.1087865150225618,2.3581549441488563,2.113186530040391,1.833792850934607,96.6
68,0.6977448898085747,2.123682760437387,2.1276778426393186,2.099155902628861,2.0353815518858056,96.6
69,0.6270655192804523,2.069798500828861,2.0521106479628646,2.0717380027700183,1.8948446710487459,96.6
70,0.6206676080495612,2.1320487393576713,1.9797235134210915,2.0775536152630774,1.9233358270167744,96.3
71,0.6497100982064408,2.106543471457627,2.012121377580388,2.1665642356287194,1.668816083012362,96.2
72,0.6710712288607454,2.1797568842958284,2.2335922215070942,2.1086170308137673,1.9459101490553135,96.3
73,0.6427661562675928,2.1122149564005057,2.1008454503429896,2.1502249239405757,1.7754230499083616,96.6
74,0.6321212656827245,2.1594427133520373,2.0400389938138073,2.144567026256855,2.103195627687943,96.6
75,0.643344358076127,2.1708811056482173,2.1538741364626057,2.1202038329253488,1.9355042278941967,96.6
76,0.710031695261954,2.134053368229486,1.8483298207164494,2.135489496468859,1.8607523407150064,96.6
77,0.951203083231579,2.081938421878423,2.21226245470076,2.1234027086419474,1.9312757415368755,96.6
78,0.7468071113246417,2.086428680092514,2.1004949508776685,2.0595789125835844,1.826502417671928,96.6
79,0.6863903980970656,2.0524469207046887,2.1555518809356515,2.04076794251399,2.2412161466177536,96.6
80,0.6202119233754652,2.0732147954760074,2.20494662343013,2.0232409906601,2.27469988950451,96.6
81,0.63861919348877,2.1463791624886666,2.135953751943178,2.002700452571274,2.3978952727983707,96.2
82,0.5874355413030059,2.0549812441096753,2.1377104498038118,2.0641537730167094,2.3697243958316743,96.1
83,0.8346314465835203,2.102890721749062,2.2587824703356527,2.0655084473759118,2.10684051586795,96.1
84,0.7442973349324603,2.105481450695456,2.2662174488231708,1.9466485379244227,2.366230358154402,95.5
85,0.7004331872908787,2.1106382026297847,2.244852626325474,2.032616229141335,2.004179057179289,95.1
