,SampenCA_4,SampenCD_4,SampenCD_3,SampenCD_2,SampenCD_1,BIS
60,0.6312037302469257,0.2820193085384302,0.24356065570972896,0.28954600588984364,0.330034982233134,81.1
61,0.6293090338819491,0.29653325433007677,0.27222208660379565,0.31449963587185753,0.36189142626021176,80.1
62,0.691872335396847,0.3118155243571792,0.3113119752933212,0.34873670072493834,0.38946481305052444,80.0
63,0.7475388870654631,0.34057292726915,0.3569721604518618,0.38283650380204914,0.4174984271975692,80.0
64,0.8214599324168474,0.3764499930161875,0.39576484936232437,0.4268479079402315,0.44776992134735744,80.1
65,0.9086935687026675,0.420016698748475,0.4456688188164627,0.4681271591251179,0.48084349527559944,82.1
66,0.9735440268755202,0.47006342176570903,0.4879426316843657,0.5159629069728847,0.5233778701092426,80.0
67,1.0640067594906342,0.5415457161055446,0.5420665178066851,0.5772815359710599,0.5652829148859737,80.0
68,1.1281347279344316,0.6142315068381202,0.5989729956846667,0.6354789863256348,0.6115400482158203,79.7
69,1.179924837782122,0.7027686728969165,0.6754061947357203,0.705124055735722,0.6611550822028869,79.8
70,1.2582263147174657,0.8051766630933282,0.7767283752975278,0.7846428199748452,0.7171307945704554,79.7
71,1.243787509485034,0.9443502688641178,0.8978674821819098,0.8782973476381081,0.7811325752105792,79.3
72,1.306529392651028,1.0994860327167064,1.0558062083923894,0.9569684609575736,0.8455910706511237,78.5
73,1.329472468943464,1.2679474686681902,1.2257860824620697,1.0596629922681613,0.9122393641655324,77.9
74,1.3203107530256388,1.444970407744435,1.4222897785361999,1.153337695354037,0.9862438464936355,77.3
75,1.3312345839368633,1.6101636018708823,1.6168285088937964,1.250617560744739,1.056416476716673,77.2
76,1.3422591437294038,1.752219864654599,1.809001275662561,1.3310359316238916,1.1180148572615367,76.8
77,1.5644330615014372,1.9075416803482954,2.0144574870084972,1.6032320962536046,1.390856405032858,77.1
78,1.5709280576722247,1.8839974499954097,2.0279065116290544,1.5973768398975297,1.3951653417577112,77.1
79,1.5712903472590525,1.8795350801104407,2.0058120488410127,1.608350777180962,1.4214132928630312,76.4
80,1.6034796028504699,1.880879395052708,2.0808415574642387,1.6425918729051443,1.4387952867291254,76.0
81,1.58210135827035,1.8902493019497597,2.07959915851364,1.6473677978010246,1.4438882009043295,76.6
82,1.55362863631445,1.845826690498331,2.101298552705322,1.6481836790099427,1.4450727095681695,75.9
83,1.5694786968998726,1.8659427851376988,2.095207817065421,1.6522137467607643,1.4520730605226917,75.2
84,1.5264514823186075,1.8401205409214763,2.090711987818248,1.6535111175424149,1.455753960802308,74.9
85,1.5148354467428247,1.8285496783745816,2.1166304220988903,1.655717977848188,1.4662490157672305,74.5
86,1.5836398201122557,1.8539292565300756,2.1174449533811974,1.656776099501584,1.4724713231367141,73.7
87,1.5923700039219524,1.8805336780525943,2.126899044066818,1.6591572440186564,1.4729969157268206,73.8
88,1.567243861901664,1.8793153602523747,2.1109775264694437,1.6684947606363418,1.472511280285171,74.0
89,1.5826453954375255,1.908151068318155,2.0948451701182758,1.6754958323917302,1.4689471106326895,74.1
90,1.5799372480374023,1.8888922497799305,2.1122744317523434,1.6674600657077667,1.4671835039115877,74.5
91,1.5698706232227417,1.8865559064061306,2.10297203909003,1.6767424215575684,1.4629136017626578,74.5
92,1.5843219819108778,1.8646495998550972,2.1187650878837503,1.6777508142319608,1.4604040442508834,74.5
93,1.5660279856378128,1.8510093485921468,2.1160299884391756,1.6768220313648514,1.458634168967431,74.9
94,1.567389676190601,1.8805906829346708,2.1332064412953544,1.6684184663858934,1.4609037818466541,74.1
95,1.5603552009064787,1.8659845305453087,2.1311474867644318,1.6442335566588338,1.4587373557012207,74.1
96,1.5800129302345371,1.7737067224269432,2.159912102606236,1.6317018541139199,1.4585204356844754,74.1
97,1.565342592568876,1.8036290447834387,2.1413475988790545,1.6319170903777598,1.4569524491398362,73.7
98,1.5824598806498278,1.7781802111016742,2.1486180510334316,1.6273623681889806,1.4616341323106972,73.6
99,1.5919934048425228,1.8039043841120672,2.1220632402640853,1.6255213210137418,1.4556174278377707,73.6
100,1.5622127880110672,1.8509483406183858,2.1308772521991863,1.6365373263518401,1.4562723662401373,73.6
101,1.6348663782794868,1.8600068054200454,2.12389330425067,1.634891534624765,1.4586661543847752,73.6
102,1.6122794000370486,1.82349266643043,2.1415115985829103,1.6313178071511256,1.4604905634682994,74.0
103,1.6223621634150356,1.8082406954118468,2.1435203983643585,1.634146464149765,1.4611153884150814,74.1
104,1.6287621852605032,1.8836424730952632,2.1333482879437495,1.6338704131749107,1.4560657337537204,73.7
105,1.6260341241575083,1.8056761948281848,2.1509005056619808,1.6249964935173804,1.4540971621987553,73.9
106,1.6094379124341003,1.7883916527179395,2.1454726725301745,1.624181443350749,1.4553450321772146,73.8
107,1.6003744062807534,1.7665833143355807,2.1529467151070163,1.6294055112096235,1.4593146885616717,73.9
108,1.5556787507757952,1.7845078058327348,2.176903192217564,1.632696265614622,1.459131624507117,73.7
109,1.554187132783926,1.7908356816334912,2.173750445581319,1.6273834452103029,1.4582957529537806,73.0
110,1.5287147011616593,1.812618823650765,2.171846150432746,1.621341914192618,1.4575121790213321,72.6
111,1.558239104747617,1.7874890001046027,2.175756274461588,1.6351563911426503,1.461592475665933,72.6
112,1.5057697309083882,1.7941375916330224,2.1650798092472483,1.6338610007648644,1.4657327863450873,72.2
113,1.5320884463562074,1.7784081360531907,2.1564090668700544,1.645451333916434,1.4596688330095138,71.1
114,1.5170128123677986,1.7802782868540987,2.1415195347654215,1.6490249557770857,1.4581065202012404,71.0
115,1.5045830857883145,1.791759469228055,2.1453552437296217,1.632554302419391,1.557063023530766,71.8
116,1.5037406397432884,1.7955083021095748,2.121669854043291,1.6466231211997013,1.5698143626870467,72.4
117,1.4809730284308564,1.79749014393704,2.1286521660977122,1.642743151978652,1.5651062186783107,72.1
118,1.500025855702151,1.7861414769238317,2.1341504055771945,1.6434819759745782,1.584916924785687,72.2
119,1.4542450230283983,1.7765342616309894,2.159214117797663,1.647529783556688,1.63793785584228,72.8
