,SampenCA_4,SampenCD_4,SampenCD_3,SampenCD_2,SampenCD_1,BIS
60,0.32407020418568133,0.3490404084670555,0.3354442626792083,0.2970955138145898,0.30723866580090226,73.4
61,0.34870807814935534,0.3528670273425111,0.3681930242989852,0.320574639626128,0.322620414704098,72.7
62,0.3735967268444534,0.3855716707864954,0.3997432901732507,0.34977163651340004,0.3466663650411391,71.9
63,0.4077346009224128,0.4059501917946106,0.4241508517318134,0.3728715429390249,0.3639767409106115,72.1
64,0.4399347942493802,0.43654404933464985,0.4623319891948322,0.3958318255919089,0.3795137439505684,72.2
65,0.4829147771138823,0.4615349073557031,0.5123440622356146,0.4346581651031204,0.40408028345023456,72.4
66,0.5157411074418893,0.49635555442279844,0.559384075813525,0.4729089262138919,0.43054893867154853,72.3
67,0.5400522608695116,0.5256081661001242,0.6122114919645729,0.5156507736304302,0.461524075853282,72.1
68,0.5937184254754454,0.5661779239183893,0.6602850447167873,0.5643299520089529,0.49502283796355073,72.8
69,0.6233813114705095,0.5926405592021317,0.7150717982984653,0.613044103009688,0.5280579012116109,72.4
70,0.6346756321759784,0.6347017552771214,0.7865090969490093,0.6658561270228742,0.5604495389137567,73.1
71,0.6908541275029072,0.6731715799651472,0.8563340664511411,0.7244995402149431,0.595436794092237,73.6
72,0.7227012857716565,0.7194524007061984,0.9306233254489382,0.7839283964842114,0.63382458739413,73.6
73,0.7876966334653367,0.7715774811472177,1.0369285017983079,0.8571269262457559,0.6766247933590901,73.9
74,0.7985625945186829,0.8296484003110625,1.1418353158961494,0.9301614577129752,0.7238508771835207,75.1
75,0.8186014867129803,0.8966491917991959,1.2465189705639343,0.9893264566878919,0.7649317268411795,75.8
76,0.8530910270406068,0.9346674781281291,1.3679884987118902,1.057984690624622,0.8166475791348945,76.9
77,0.8109004512110434,0.9526503367812658,1.4439223917048591,1.1414399924158751,0.8459139391543489,77.1
78,0.8146002735962841,0.9844239130739628,1.4805733852020018,1.1183582779282641,0.8376523884606116,77.5
79,0.8262267057477312,1.0192755464315886,1.5124852606283181,1.1512240145070125,0.8654504875368374,77.8
80,0.8023029107390713,1.0346501385251214,1.537063782712419,1.1407271851393441,0.8642022757566131,79.5
81,0.8012724342141014,1.016158356678593,1.554264725750755,1.1528966669067873,0.8688452314391205,79.5
82,0.7854687787824105,1.0034635945322827,1.5635008172470748,1.1525049101286413,0.8680675690820467,79.5
83,0.7819111042179574,1.0728004203421242,1.5749675178212958,1.1686996391925732,0.8718343778601387,79.9
84,0.7799695752188605,1.050656268854009,1.5879349640064004,1.1728998167566915,0.8783601633619228,79.9
85,0.750595750563976,1.0676973722087135,1.6128615074369794,1.1701336572881877,0.8827969036511325,79.9
86,0.7140186851754267,1.0263988024811161,1.5910957856756325,1.167108054012665,0.8835012321455816,79.9
87,0.7183355210152299,1.026435108239232,1.6520162112822276,1.1668118802549374,0.8952655092083136,79.9
88,0.7174761057241383,1.0336415556975027,1.660997537041097,1.171997734099187,0.90204805854103,80.5
89,0.697533341107199,0.9990735221012813,1.6302318846088144,1.1826750445403071,0.9069453605782187,79.6
90,0.7153791053901796,1.0249026371996675,1.6343918149271037,1.1914030882775541,0.914329665060758,79.5
91,0.7155310352181683,0.9923267790656133,1.6273156774853952,1.188824332744226,0.905696370508923,79.3
92,0.7149913472082431,1.0602899989517978,1.6491877727908386,1.1961450908829676,0.9097109086378634,78.7
93,0.7078783251374584,1.0552111798217105,1.6733180071868872,1.203817714761402,0.9003992180075524,78.6
94,0.696906426455666,1.0829952273011092,1.6724194537972896,1.227024540213659,0.9124030877935615,78.7
95,0.6963767910134298,1.0901376616771374,1.679099851384073,1.257399250119482,0.9383758495971586,77.8
96,0.6899837332820727,1.065640362091002,1.6949238384075214,1.268759729994203,0.9401620697230518,77.2
97,0.6796212366785167,1.0930570471491634,1.693250566184538,1.2783637280708386,0.9403813093683473,76.3
98,0.6671430896285859,1.0459156460629067,1.6564444381865904,1.2733616820722302,0.9346420202904366,75.5
99,0.6580112911792841,1.0806618775442667,1.6801706599718378,1.2607872583881718,0.9379854669162679,74.3
100,0.6424613412456409,1.092122337522881,1.678234300965316,1.2681374139497859,0.9389033755536993,73.6
101,0.6310630619859886,1.032066352014152,1.6483908760208752,1.2751039631260992,0.9454105888861055,73.3
102,0.6383298922842386,1.0568726824953445,1.6631827447998218,1.2755362859911752,0.9495702730588846,72.5
103,0.6101517596450575,1.0653914932770345,1.661490042920289,1.2860566336304078,0.9573716328861793,72.5
104,0.5895425916043839,1.0380237599864035,1.6645602832903188,1.2906260110969618,0.9698340049025121,73.0
105,0.585969024126447,1.052873917550296,1.6559977996824033,1.3029274822950183,0.975613737991759,72.7
106,0.5831119795468419,1.0564595154460312,1.6467069743501888,1.3187275010899753,0.9954524256489924,74.5
107,0.552936108214806,1.0494813203770303,1.629417171365465,1.3170528409460174,1.0100232389067527,76.0
108,0.6636752519235654,1.0805187264037202,1.6449048741039303,1.346727834340173,1.1178179895768918,76.9
109,0.538205361450916,1.3171777604347528,1.6603707815158928,1.3840202855618902,1.1442548543298303,77.1
110,0.8031607603828967,1.4581200956911462,1.697147817822769,1.386018101671047,1.1573885033252846,77.4
111,0.8086298146148826,1.4968787239239272,1.7113281278451624,1.3918219777738803,1.2202969617227828,78.2
112,0.9303768689591123,1.4700276081098018,1.6862783699453388,1.4023160386755282,1.2414482522638088,79.4
113,0.9392466924888235,1.4916863624281342,1.7138736308508506,1.4122225064760876,1.2443479811160008,80.2
114,0.9388942127672196,1.4811097499632977,1.6994926056894648,1.4217517606934003,1.256356367741458,80.5
115,0.957570444979558,1.4258337655171716,1.6955518961460623,1.451166983180193,1.295126032226889,81.1
116,0.9602853330619548,1.388125144944972,1.6907670947602418,1.4857254799593287,1.3325238669518782,80.9
117,0.9467922597201576,1.4615348124752419,1.737495837644451,1.5318830495357738,1.3825236702476416,80.9
118,0.9536842290202643,1.491364136842539,1.75606471132917,1.553861833155574,1.4063582102945928,81.0
119,0.9628343830024695,1.4967016442060346,1.7358409811514268,1.5557028415464305,1.394802838034282,80.6
120,0.9753457652534196,1.5326373168786136,1.7713571723701005,1.5547432542230597,1.3805116105979784,80.3
121,0.9697132770718183,1.5755894914865882,1.7779915678655362,1.569843550097037,1.403685116270232,79.0
122,0.9874928515375686,1.5751632164805214,1.7447589318746317,1.5916255248637476,1.4056661408289588,78.0
123,1.077173262096575,1.6430991950072322,1.7679731677876793,1.598279202156359,1.4027274646795653,77.8
